Assets,Sharpe_Ratio,Expected_Return,Volatility,Success
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'ELET3.SA', 'EMBR3.SA')",19.010387167876832,39.654493785307665,2.085938252342099,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'ELET3.SA', 'VIVT3.SA')",22.064189824468723,38.703091612327725,1.7541134263360447,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'JBSS3.SA', 'CYRE3.SA')",0.39464262946585243,357.0943213631714,904.8549110026391,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'JBSS3.SA', 'COGN3.SA')",14.425146031911414,18.128947294433008,1.2567600531965513,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'JBSS3.SA', 'BPAC11.SA')",16.516890849448806,40.13742912942791,2.430083815124767,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'JBSS3.SA', 'EMBR3.SA')",14.906888970775283,40.46533242381156,2.7145390633245605,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'JBSS3.SA', 'VIVT3.SA')",18.612573943545172,38.7389666450053,2.08133312257115,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'CYRE3.SA', 'COGN3.SA')",12.177769688764373,8.321333371623462,0.6833216249196278,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'CYRE3.SA', 'BPAC11.SA')",19.62959353767659,35.63222871077241,1.81523008320986,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'CYRE3.SA', 'EMBR3.SA')",18.363832229115403,35.24496127314578,1.9192595986182976,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'CYRE3.SA', 'VIVT3.SA')",18.418116178283963,38.00363358907598,2.063383313538031,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'COGN3.SA', 'BPAC11.SA')",17.015337147567067,27.034172299304068,1.588812026752555,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'COGN3.SA', 'EMBR3.SA')",15.590425110746104,20.593197024538256,1.3208874599797706,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'COGN3.SA', 'VIVT3.SA')",19.19721147179199,23.935428641894582,1.2468179910954689,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'BPAC11.SA', 'EMBR3.SA')",17.49529657175723,42.80304348333318,2.446545750612219,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'BPAC11.SA', 'VIVT3.SA')",20.753102231069715,40.64272716612726,1.9583928568173559,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'EMBR3.SA', 'VIVT3.SA')",19.54533355244059,40.91743594701036,2.0934631704917144,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'B3SA3.SA', 'CPLE6.SA')",17.35961848505815,14.595625213722611,0.8407802986157458,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'B3SA3.SA', 'ELET3.SA')",17.536650762445852,19.833734920383307,1.1309876206725051,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'B3SA3.SA', 'JBSS3.SA')",12.237716832330506,23.47530885867295,1.9182752126323224,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'B3SA3.SA', 'CYRE3.SA')",16.64599960717115,17.709750349719506,1.0639042873754538,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'B3SA3.SA', 'COGN3.SA')",13.691358235822324,10.625830195079255,0.7760975947059536,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'B3SA3.SA', 'BPAC11.SA')",15.734455240523905,18.720835902560257,1.1897987961060745,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'B3SA3.SA', 'EMBR3.SA')",14.244222098557053,16.973873369115896,1.19163217560581,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'B3SA3.SA', 'VIVT3.SA')",17.920672369166535,21.42789994951658,1.1957084816965022,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'CPLE6.SA', 'ELET3.SA')",20.06124956121086,17.3385696811236,0.8642816404940369,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'CPLE6.SA', 'JBSS3.SA')",16.20805268632597,13.570691751141421,0.8372808266220916,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'CPLE6.SA', 'CYRE3.SA')",18.951264685973776,19.317222356783507,1.0193104616960251,True
