symbol,type,name,open,high,low,close,volume,financial_volume,trades,bid,ask,category,contract_size,created_at,updated_at,variation,ewma_1y_max,ewma_1y_min,ewma_1y_percentile,ewma_1y_rank,ewma_6m_max,ewma_6m_min,ewma_6m_percentile,ewma_6m_rank,ewma_current,has_options,iv_1y_max,iv_1y_min,iv_1y_percentile,iv_1y_rank,iv_6m_max,iv_6m_min,iv_6m_percentile,iv_6m_rank,iv_current,middle_term_trend,semi_return_1y,short_term_trend,stdv_1y,stdv_5d,beta_ibov,garch11_1y,isin,correl_ibov,entropy,security_category,sector,quotation_form,market_maker,highest_options_volume_rank,long_name,bid_volume,ask_volume,time,previous_close
TAEE3,STOCK,TAESA ON,10.9,10.9,10.78,10.85,60000,649642,0,10.84,10.86,VISTA,100,2025-02-13T10:18:52.541Z,2025-02-13T10:18:52.541Z,-0.732,22.04,9.03,87.3,41.28,22.04,9.1,74.6,40.96,14.4,False,0,0,0,0,0,0,0,0,0,0,0.77,0,0.008643214647121544,0.007116533516737105,0.45870806548035836,13.81,BRTAEEACNOR9,0.4477922371156909,1.0440212703334069,11,EMP. ADM. PART. - ENERGIA ELÉTRICA,100,False,0,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,300,400,2025-02-13 14:52:58,10.85
ITUB4F,STOCK,ITAUUNIBANCOPN,33.32,33.6,33.12,33.27,35099,1169760,0,33.2,33.43,VISTA,1,2025-02-13T10:18:52.653Z,2025-02-13T10:18:52.653Z,-0.15,27.48,19.18,2.78,9.76,21.32,19.99,0,0,19.99,False,0,0,0,0,0,0,0,0,0,1,1.04,1,0.013455943384724466,0.00925510514393006,0.2099668967296234,22.15,BRITUBACNPR1,0.1316594876747422,0.4342003583348482,11,,1,False,0,,2,1,2024-05-16 19:45:01,33.27
RSID3,STOCK,ROSSI RESID ON,3.04,3.19,3.02,3.1,23800,73286,0,3.07,3.12,VISTA,100,2025-02-13T10:18:52.545Z,2025-02-13T10:18:52.545Z,1.639,84.8,37.95,5.16,27.79,70.58,37.95,6.35,39.9,50.97,False,0,0,0,0,0,0,0,0,0,0,0.75,0,0.03424731028036789,0.019386245588450583,0.5981309147122993,54.49,BRRSIDACNOR8,0.14736191740389648,0.27716314106193485,11,"CONSTRUÇÃO CIVIL, MAT. CONSTR. E DECORAÇÃO",100,False,0,ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,100,100,2025-02-13 14:37:24,3.1
PGCO34,STOCK,PG DRN,69.72,70.22,69.72,70.22,852,59697.1,0,70.09,70.23,VISTA,1,2025-02-13T10:18:52.631Z,2025-02-13T10:18:52.631Z,1.021,36.18,12.47,43.25,47.2,36.18,16.97,24.6,34.83,23.66,False,0,0,0,0,0,0,0,0,0,0,0.88,0,0.014872712894883284,0.00715982038017937,-0.4030594058433943,19.84,BRPGCOBDR001,-0.22866218468210353,0.4692718921506033,1,,1,False,0,,3,5,2025-02-13 14:53:27,70.22
CXSE3F,STOCK,CAIXA SEGURION,15.99,16.09,15.84,16.06,51833,829052,0,15.98,16.13,VISTA,1,2025-02-13T10:18:52.684Z,2025-02-13T10:18:52.684Z,0.627,33.41,21.82,2.38,6.82,23.64,22.61,0,0,22.61,False,0,0,0,0,0,0,0,0,0,1,0.94,0,0.01383744360384485,0.0128182530668729,0.01451206864537845,24.07,BRCXSEACNOR7,0.008848892978831674,0.13718281940050564,11,,1,False,0,,1,2,2024-05-16 19:45:08,16.06
TCSA3,STOCK,TECNISA ON,1.48,1.52,1.46,1.47,24100,35776,0,1.47,1.48,VISTA,100,2025-02-13T10:18:52.635Z,2025-02-13T10:18:52.635Z,-0.676,64.26,28.07,74.6,50.95,60.98,33.09,73.81,48.12,46.51,True,75.61,0,0,0,57.73,0,0,0,0,1,0.91,-1,0.02851142786223023,0.03823611954621283,1.4087219119202858,45.55,BRTCSAACNOR3,0.41689029481138185,0.2118439960602764,11,"CONSTRUÇÃO CIVIL, MAT. CONSTR. E DECORAÇÃO",100,False,230,TECNISA S.A.,200,600,2025-02-13 14:52:47,1.47
GPIV33,STOCK,GP INVEST DR3,4.05,4.06,3.91,3.92,6454,25616,0,3.92,3.95,VISTA,1,2025-02-13T10:18:52.650Z,2025-02-13T10:18:52.650Z,-2,103.68,25.87,62.7,32.72,103.68,31.29,36.51,27.68,51.33,False,0,0,0,0,0,0,0,0,0,1,0.72,1,0.031716968027745374,0.02978161752705201,-0.13141939613244635,47.95,BRGPIVBDR003,-0.03496095483729192,1.0755079203226923,1,,1,False,0,,300,398,2025-02-13 14:52:42,3.92
FICT3,STOCK,FICTORALIMENON,4.3,4.3,3.99,4.18,30600,126943,0,4.12,4.18,VISTA,100,2025-02-13T10:18:52.570Z,2025-02-13T10:18:52.570Z,1.456,102.96,56.91,15.87,13.36,,,,,63.06,False,0,0,0,0,0,0,0,0,0,0,1.14,1,0.07113627047265429,0.07320544652443062,-2.6619838723644333,101.7,BRFICTACNOR3,-0.2782299834094492,1.5260563034950494,11,,,False,,,100,100,2025-02-13 14:44:56,4.18
SHOW3,STOCK,TIME FOR FUNON,0.69,0.71,0.69,0.71,15400,10822,0,0.7,0.71,VISTA,100,2025-02-13T10:18:52.647Z,2025-02-13T10:18:52.647Z,0,104.12,32.61,0.4,23.41,97.43,33.19,0,25.16,49.35,False,0,0,0,0,0,0,0,0,0,-1,0.69,0,0.036864883526068974,0.005673853996782552,0.7854961151604567,47.25,BRSHOWACNOR7,0.17978218645345345,0.07407343162904789,11,BRINQUEDOS E LAZER,100,False,0,T4F ENTRETENIMENTO S.A.,1600,3300,2025-02-13 14:54:57,0.71
STOC31,STOCK,STONE CO DR1,53.12,54.34,52.92,53.23,19402,1032830,0,52.92,53.23,VISTA,1,2025-02-13T10:18:52.542Z,2025-02-13T10:18:52.542Z,0.245,58.8,27.04,82.14,41.28,58.8,29.67,64.29,35.98,40.15,True,0,0,0,0,0,0,0,0,0,0,0.85,1,0.024521077886294197,0.0302661713152125,1.0345241232045184,45.58,BRSTOCBDR008,0.35597258124743286,0.39639235888126595,1,,1,False,0,,70,375,2025-02-13 14:55:49,53.23
CMIG3,STOCK,CEMIG ON,15.17,15.17,14.99,15.02,31600,475199,0,15,15.02,VISTA,100,2025-02-13T10:18:52.539Z,2025-02-13T10:18:52.539Z,-0.133,39.96,17.04,18.65,31.15,39.06,17.04,29.37,32.43,24.18,True,70.71,0,0,0,70.71,0,0,0,0,1,1.06,0,0.016202156414549248,0.009816479444327866,0.6678814963079334,25.9,BRCMIGACNOR6,0.347810007262688,0.30757370247249166,11,ENERGIA ELÉTRICA,100,False,208,CIA ENERGETICA DE MINAS GERAIS - CEMIG,100,100,2025-02-13 14:53:36,15.02
EXXO34,STOCK,EXXON MOBIL DRN,77.9,77.9,77,77.61,4519,350281,0,77.5,77.57,VISTA,1,2025-02-13T10:18:52.674Z,2025-02-13T10:18:52.674Z,-0.449,28.19,15.66,78.57,53.39,28.19,15.66,65.87,53.39,22.35,True,0,0,0,0,0,0,0,0,0,0,0.95,0,0.013905481448660608,0.01595824254183036,-0.2719783591764179,22.11,BREXXOBDR006,-0.16503034282848866,0.672470277390657,1,,1,False,0,,285,93,2025-02-13 14:55:28,77.61
CSNA3F,STOCK,SID NACIONALON,13.11,13.52,13.08,13.21,16322,216071,0,13.2,13.4,VISTA,1,2025-02-13T10:18:52.584Z,2025-02-13T10:18:52.584Z,0.994,39.03,25.19,7.94,46.53,33.16,31.63,0,0,31.63,False,0,0,0,0,0,0,0,0,0,-1,1.01,-1,0.021592502403388034,0.031885234386730694,0.028461879936735247,37.15,BRCSNAACNOR6,0.011121825792010803,0.31897171100858984,11,,1,False,0,,3,14,2024-05-16 19:45:02,13.21
HODL11,STOCK,INVESTO HODLCI,94.39,95,92.7,93.21,3073,286061,0,93.15,93.33,VISTA,1,2025-02-13T10:18:52.540Z,2025-02-13T10:18:52.540Z,-1.25,22.58,6.82,42.46,25.76,,,,,10.88,False,0,0,0,0,0,0,0,0,0,1,0,1,0.005613432786165534,0.016922058875776923,-0.04757055816558437,0,BRHODLCTF005,-0.06091967125219507,0.025853378826333782,21,,,False,,,500,500,2025-02-13 14:55:54,93.21
WEGE3F,STOCK,WEG ON,39.67,39.79,39.12,39.53,24714,975580,0,39.45,39.68,VISTA,1,2025-02-13T10:18:52.673Z,2025-02-13T10:18:52.673Z,-0.227,33.18,15.19,13.1,27.02,21.98,20.05,0,0,20.05,False,0,0,0,0,0,0,0,0,0,1,0.98,1,0.01592578459554914,0.006748083662410871,0.1412645124447701,17.52,BRWEGEACNOR0,0.07484240246053019,0.6425313164794352,11,,1,False,0,,1,26,2024-05-16 19:45:00,39.53
OFSA3,STOCK,OUROFINO S/AON,18.51,19.8,18.51,19.1,1800,34497,0,19,19.38,VISTA,100,2025-02-13T10:18:52.544Z,2025-02-13T10:18:52.544Z,4.945,94.62,20.57,51.19,19.66,46.69,20.57,58.73,55.74,35.13,False,0,0,0,0,0,0,0,0,0,-1,0,0,0.02037575878189417,0.012933793706746912,0.588638472791454,92233720368547760,BROFSAACNOR7,0.24375320548316218,0.3424591719804481,11,EMP. ADM. PART. - COMÉRCIO (ATACADO E VAREJO),100,False,0,OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.,200,100,2025-02-13 13:51:02,19.1
ESPA3,STOCK,ESPACOLASER ON,0.72,0.73,0.72,0.73,45600,32973,0,0.72,0.73,VISTA,100,2025-02-13T10:18:52.626Z,2025-02-13T10:18:52.626Z,0,53.33,23.35,26.19,32.12,47.02,23.35,35.71,40.68,32.98,True,131.91,0,0,0,74.19,0,0,0,0,0,0.63,0,0.023257110354312893,0.008723662887718328,1.1104780636861127,32.34,BRESPAACNOR7,0.402874438133692,0.48935670131909925,11,SERVIÇOS MÉDICOS,100,False,223,MPM CORPÓREOS S.A.,8500,11000,2025-02-13 14:49:51,0.73
TAEE11F,STOCK,TAESA UNT,35.09,35.24,35.02,35.1,78305,2750200,0,35.07,35.21,VISTA,1,2025-02-13T10:18:52.523Z,2025-02-13T10:18:52.523Z,0.257,17.85,9.93,10.71,29.17,13.18,12.24,0,0,12.24,False,0,0,0,0,0,0,0,0,0,0,0.94,0,0.008570683925025272,0.0031459405558837313,0.12271949091730527,13.4,BRTAEECDAM10,0.12081296648288747,0.7780060799158117,13,,1,False,0,,2,2,2024-05-16 19:45:02,35.1
U2PS34,STOCK,UPSTART HOLDDRN,25.11,27.98,25.11,25.7,11043,284706,0,25.53,25.7,VISTA,1,2025-02-13T10:18:52.560Z,2025-02-13T10:18:52.560Z,1.903,261.8,66.81,98.02,60.8,261.8,81.07,96.03,57.7,185.36,False,0,0,0,0,0,0,0,0,0,-1,0,0,0.06055206048514021,0.10736755988333424,-0.10924016756648691,92233720368547760,BRU2PSBDR007,-0.015221901737092569,0.16673440859885286,1,,1,False,0,,4632,600,2025-02-13 14:52:51,25.7
DMVF3,STOCK,D1000VFARMA ON,6.02,6.12,6.02,6.07,14900,90659,0,6.07,6.08,VISTA,100,2025-02-13T10:18:52.560Z,2025-02-13T10:18:52.560Z,0.331,71.46,29.03,56.75,35.47,57.53,31.23,48.41,48.86,44.08,False,0,0,0,0,0,0,0,0,0,1,0.9,1,0.02887288176695259,0.012574639645959293,0.9292184101219637,47.46,BRDMVFACNOR9,0.2715458411166341,0.7747342900848558,11,COMÉRCIO (ATACADO E VAREJO),100,False,0,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,100,200,2025-02-13 14:53:23,6.07
BIOM3,STOCK,BIOMM ON,9.39,9.39,9.31,9.36,3300,30816,0,9.34,9.36,VISTA,100,2025-02-13T10:18:52.554Z,2025-02-13T10:18:52.554Z,0,145.99,42.72,3.97,16.07,85.63,42.72,7.94,38.69,59.32,False,0,0,0,0,0,0,0,0,0,0,1.09,0,0.04545100348798383,0.02206798458204589,0.6381556663658321,71.53,BRBIOMACNOR2,0.11846733970706892,0.33067588845306783,11,FARMACÊUTICO E HIGIENE,100,False,0,BIOMM S.A.,100,100,2025-02-13 14:30:25,9.36
COCA34,STOCK,COCA COLA DRN,65.86,66.95,65.69,66.3,90274,5963150,0,66.22,66.31,VISTA,1,2025-02-13T10:18:52.613Z,2025-02-13T10:18:52.613Z,1.609,27.03,11.32,99.6,56.97,27.03,16.57,99.21,35.37,20.27,True,22.48,0,0,0,0,0,0,0,0,1,1.04,1,0.011892498294948555,0.01627039489144937,-0.22833376389302046,18.99,BRCOCABDR002,-0.161999069627156,0.38556714738324566,1,,1,False,0,,231,143,2025-02-13 14:55:51,66.3
P2LT34,STOCK,PALANTIRTECHDRN,224,227.5,222.5,223.6,26258,5899930,0,223.6,224.2,VISTA,1,2025-02-13T10:18:52.568Z,2025-02-13T10:18:52.568Z,-0.512,91.01,38.11,96.03,48.02,91.01,40.2,92.06,45.88,63.51,False,0,0,0,0,0,0,0,0,0,1,1.17,1,0.036617254800880926,0.04766587319049058,-0.22734349545540983,63.51,BRP2LTBDR001,-0.052385637513544143,0.07435694514143895,1,,1,False,0,,3,350,2025-02-13 14:55:51,223.6
COIN11,STOCK,ETF BV COIN CI,93.3,94.36,92.55,93.5,29176,2720060,0,93.5,93.72,VISTA,1,2025-02-13T10:18:52.535Z,2025-02-13T10:18:52.535Z,-0.532,41.76,20.33,16.67,17.59,,,,,24.1,False,0,0,0,0,0,0,0,0,0,0,0,-1,0.023401090383075175,0.01754411913475693,-0.12205960830543663,0,BRCOINCTF019,-0.03884164519648109,0.07075085611784943,21,,,False,,,38,2,2025-02-13 14:54:03,93.5
B3SA3F,STOCK,B3 ON,11.58,11.67,11.45,11.62,35755,413811,0,11.55,11.65,VISTA,1,2025-02-13T10:18:52.628Z,2025-02-13T10:18:52.628Z,0.956,33.3,22.71,14.29,34.28,28.46,26.34,0,0,26.34,False,0,0,0,0,0,0,0,0,0,-1,1.08,0,0.019226094169540346,0.020660583539375586,0.4037994514735759,29.13,BRB3SAACNOR6,0.17721078197411397,0.7709781652046137,11,,1,False,0,,2,10,2024-05-16 19:45:01,11.62
R1KU34,STOCK,ROKU INC DRN,23.9,24.55,23.84,24.51,2924,71070,0,24.58,24.64,VISTA,1,2025-02-13T10:18:52.660Z,2025-02-13T10:18:52.660Z,0.781,279.68,64.58,83.33,36.86,279.68,64.58,83.33,36.86,143.86,False,0,0,0,0,0,0,0,0,0,-1,0,0,0.028495719586320193,0.011400616808476963,0.04340592180238531,0,BRR1KUBDR001,0.012852417882295672,0.3049255124875036,1,,1,False,0,,2034,2527,2025-02-13 14:55:39,24.51
TRAD3,STOCK,TC ON,5.17,5.17,5,5.07,7100,36053,0,5.07,5.08,VISTA,100,2025-02-13T10:18:52.684Z,2025-02-13T10:18:52.684Z,0.198,157.96,50.26,24.21,28.9,157.96,57.12,7.94,24.07,81.39,True,128.66,0,0,0,0,0,0,0,0,-1,0.92,-1,0.05419333170292187,0.04450272018193831,0.8894413769455423,85.63,BRTRADACNOR3,0.13847996977611093,0.5637361069084428,11,COMUNICAÇÃO E INFORMÁTICA,100,False,221,TC S.A.,300,100,2025-02-13 14:52:08,5.07
BBSE3F,STOCK,BBSEGURIDADEON,34.25,34.45,34.13,34.45,44804,1536360,0,34.36,34.45,VISTA,1,2025-02-13T10:18:52.593Z,2025-02-13T10:18:52.593Z,0.613,28.75,12.06,8.33,11.2,16.17,13.93,0,0,13.93,False,0,0,0,0,0,0,0,0,0,1,1.07,1,0.011619449352152568,0.0037476467622368998,0.17265915717179522,14.21,BRBBSEACNOR5,0.1253774844040803,0.8750647785522039,11,,1,False,0,,1,39,2024-05-16 19:45:08,34.45
EGIE3F,STOCK,ENGIE BRASILON,43.96,44.57,43.96,44.38,19759,875587,0,44.11,44.5,VISTA,1,2025-02-13T10:18:52.631Z,2025-02-13T10:18:52.631Z,0.955,28.18,13.01,17.86,31.51,18.84,17.79,0,0,17.79,False,0,0,0,0,0,0,0,0,0,1,1.03,1,0.011467532213231034,0.009512245963975647,0.15207375872948867,17.33,BREGIEACNOR9,0.11189219512700692,0.9169947093759493,11,,1,False,0,,5,20,2024-05-16 19:45:02,44.38
RANI3F,STOCK,IRANI ON,8.84,8.93,8.77,8.89,30898,272697,0,8.85,8.94,VISTA,1,2025-02-13T10:18:52.633Z,2025-02-13T10:18:52.633Z,1.368,51.53,23.34,7.94,15.22,29.87,27.63,0,0,27.63,False,0,0,0,0,0,0,0,0,0,-1,0.77,-1,0.019540598898047205,0.014192401448308602,0.11925928368885426,25.22,BRRANIACNOR5,0.05149556277533253,0.4735814505936196,11,,1,False,0,,10,50,2024-05-16 19:45:06,8.89
WALM34,STOCK,WAL MART DRN,37.33,37.66,37.33,37.43,11698,439031,0,37.43,37.49,VISTA,1,2025-02-13T10:18:52.668Z,2025-02-13T10:18:52.668Z,0.483,206.54,19.8,0,18.03,88.2,19.8,0,49.23,53.47,True,0,0,0,0,0,0,0,0,0,1,1.13,1,0.014482853115536315,0.011025022303277156,-0.3756168145501287,23.44,BRWALMBDR005,-0.21882975880474337,0.09953781685642003,1,,1,False,0,,171,171,2025-02-13 14:49:30,37.43
KLBN11F,STOCK,KLABIN S/A UNT,21.75,21.82,21.46,21.79,39870,860166,0,21.67,21.82,VISTA,1,2025-02-13T10:18:52.679Z,2025-02-13T10:18:52.679Z,0.786,34.86,18.42,22.22,22.02,23.16,22.04,0,0,22.04,False,0,0,0,0,0,0,0,0,0,-1,0.73,-1,0.014125549803246571,0.009304987704161145,0.1912788289755812,22.05,BRKLBNCDAM18,0.11425547656629965,0.9559559882665865,13,,1,False,0,,2,4,2024-05-16 19:45:08,21.79
SPYI11,STOCK,ETF BV SPYI CI,120.25,121.08,120.25,120.45,5479,661264,0,120.43,120.69,VISTA,1,2025-02-13T10:18:52.661Z,2025-02-13T10:18:52.661Z,0.166,19.9,10.43,21.83,38.54,18.45,11.76,8.73,34.68,14.08,False,0,0,0,0,0,0,0,0,0,0,0.91,-1,0.009026088834863345,0.005797773369013998,-0.2625921771394631,13.07,BRSPYICTF001,-0.24546957058298546,0.20860539286818253,21,,,False,,,9,9,2025-02-13 14:54:34,120.45
UCAS3,STOCK,UNICASA ON,1.43,1.45,1.42,1.42,17000,24326,0,1.42,1.44,VISTA,100,2025-02-13T10:18:52.625Z,2025-02-13T10:18:52.625Z,-0.699,45.11,18.52,92.46,43.21,45.11,18.52,91.27,43.21,30.01,False,0,0,0,0,0,0,0,0,0,-1,0.64,-1,0.019149573744208694,0.010292158401303033,0.3159107277227575,33.87,BRUCASACNOR1,0.13919407366490566,0.4467019037128498,11,"CONSTRUÇÃO CIVIL, MAT. CONSTR. E DECORAÇÃO",100,False,0,UNICASA INDÚSTRIA DE MÓVEIS S.A.,7200,400,2025-02-13 14:55:07,1.42
DMVF3F,STOCK,D1000VFARMA ON,7.71,8.8,7.69,8.47,15865,134096,0,8.25,8.8,VISTA,1,2025-02-13T10:18:52.577Z,2025-02-13T10:18:52.577Z,9.432,68.21,25.84,19.84,35.21,42.58,40.76,0,0,40.76,False,0,0,0,0,0,0,0,0,0,1,1.21,1,0.02476261562643103,0.04050509832160011,-0.020694086720352722,42.9,BRDMVFACNOR9,-0.007051235679954494,0.25641856349433706,11,,1,False,0,,20,1,2024-05-16 19:45:16,8.47
TSMC34,STOCK,TAIWANSMFAC DRN,149.59,149.59,144.11,145.46,27619,4014560,0,145.3,145.44,VISTA,1,2025-02-13T10:18:52.511Z,2025-02-13T10:18:52.511Z,-1.716,69.88,28.02,92.86,41.78,69.88,34.16,91.27,31.77,45.51,True,19.73,0,0,0,0,0,0,0,0,-1,1,-1,0.027873196924862616,0.01185460772834853,-0.3190720040222248,44.53,BRTSMCBDR002,-0.09658671585612787,0.3070796124041943,1,,1,False,0,,9,100,2025-02-13 14:55:15,145.46
TIMS3F,STOCK,TIM ON,17.25,17.46,17.12,17.44,13326,231001,0,17.37,17.49,VISTA,1,2025-02-13T10:18:52.566Z,2025-02-13T10:18:52.566Z,1.869,34.56,20.64,8.33,30.53,26.39,24.89,0,0,24.89,False,0,0,0,0,0,0,0,0,0,0,1.1,0,0.016573816047506178,0.01116790607910862,0.11786856175313236,27.17,BRTIMSACNOR5,0.060005485290585685,0.46520683519049355,11,,1,False,0,,89,10,2024-05-16 19:45:08,17.44
NFLX34,STOCK,NETFLIX DRN,118,120.2,118,119.42,21412,2559510,0,119.6,119.69,VISTA,1,2025-02-13T10:18:52.583Z,2025-02-13T10:18:52.583Z,1.195,45.86,19.52,64.29,30.68,39.64,21.58,65.08,33.33,27.6,True,0,0,0,0,0,0,0,0,0,1,0.99,1,0.01793618392767468,0.012707789573399544,-0.15735151854715473,27.8,BRNFLXBDR000,-0.0740212427466172,0.1416864162478627,1,,1,False,0,,500,49,2025-02-13 14:54:49,119.42
SAPR4F,STOCK,SANEPAR PN,5.71,5.75,5.67,5.72,43708,249734,0,5.67,5.75,VISTA,1,2025-02-13T10:18:52.631Z,2025-02-13T10:18:52.631Z,0.175,40.16,17.7,9.92,19.37,23.49,22.05,0,0,22.05,False,0,0,0,0,0,0,0,0,0,1,1.08,1,0.015467335577521536,0.010448423029073402,0.09120259064109244,22.19,BRSAPRACNPR6,0.049751611126094525,0.29591596005767395,11,,1,False,0,,42,99,2024-05-16 19:45:06,5.72
UTEC11,STOCK,TREND US TECCI,21.44,21.7,21.4,21.65,11144,239898,0,21.62,21.76,VISTA,1,2025-02-13T10:18:52.567Z,2025-02-13T10:18:52.567Z,0.979,30.3,15.71,82.94,43.45,29.34,18.3,84.92,33.97,22.05,False,0,0,0,0,0,0,0,0,0,0,0.81,0,0.013851725817414494,0.00445529508117266,-0.2046975988912822,21.31,BRUTECCTF004,-0.124687909707321,0.22989175382635066,21,,,False,0,,4890,4890,2025-02-13 14:53:36,21.65
CPLE6F,STOCK,COPEL PNB,9.65,9.75,9.61,9.64,29237,282986,0,9.61,9.66,VISTA,1,2025-02-13T10:18:52.678Z,2025-02-13T10:18:52.678Z,-0.207,29.77,17.37,12.3,35.16,23.26,21.73,0,0,21.73,False,0,0,0,0,0,0,0,0,0,0,0.85,0,0.014901396389778356,0.01787143635136306,0.2751103239142269,25.53,BRCPLEACNPB9,0.15577415469418118,0.5021539099843733,11,,1,False,0,,10,2,2024-05-16 19:45:02,9.64
RAIZ4F,STOCK,RAIZEN PN,3.05,3.06,2.94,3.04,67727,201770,0,2.99,3.05,VISTA,1,2025-02-13T10:18:52.635Z,2025-02-13T10:18:52.635Z,0.33,43.98,21.24,11.51,37.16,31.88,29.69,0,0,29.69,False,0,0,0,0,0,0,0,0,0,-1,0.73,-1,0.021060682425573775,0.010913190063673198,0.14906980545624532,33.96,BRRAIZACNPR6,0.05972177785367684,0.8315907311818458,11,,1,False,0,,20,39,2024-05-16 19:45:08,3.04
IBIT39,STOCK,BKR BITCOIN DRE,105.2,105.54,104.23,105.01,8368,879708,0,104.57,104.87,VISTA,1,2025-02-13T10:18:52.583Z,2025-02-13T10:18:52.583Z,-0.953,86.93,33.7,14.29,30.64,71.73,40.58,4.76,30.27,50.01,False,0,0,0,0,0,0,0,0,0,1,0,-1,0.034546998117049234,0.016596542274456085,0.03954794989117906,0,BRIBITBDR003,0.009658932729260796,0.24403727073169795,1,,,False,,,183,80,2025-02-13 14:55:56,105.01
AURE3F,STOCK,AUREN ON,12.1,12.15,11.34,11.92,186952,2166910,0,11.85,11.94,VISTA,1,2025-02-13T10:18:52.635Z,2025-02-13T10:18:52.635Z,-0.914,26.94,14.8,16.67,30.48,19.1,18.5,0,0,18.5,False,0,0,0,0,0,0,0,0,0,-1,0.76,-1,0.012518040657362343,0.007691778351681815,0.19723367390274757,22.88,BRAUREACNOR9,0.13294138199753924,0.4171653585838292,11,ENERGIA ELÉTRICA,,False,0,AUREN ENERGIA S.A.,25,1,2024-05-16 19:45:08,11.92
BERK34,STOCK,BERKSHIRE DRN,135.98,137.34,135.75,137.09,20833,2851270,0,137.06,137.22,VISTA,1,2025-02-13T10:18:52.596Z,2025-02-13T10:18:52.596Z,0.876,27.01,12.28,50,41.96,27.01,14.49,36.51,31.71,18.46,True,23.9,0,0,0,0,0,0,0,0,0,0.97,0,0.011667999845406814,0.006299607752707742,-0.26020872778477055,16.73,BRBERKBDR002,-0.1881659022053497,0.24308995407875866,1,,1,False,168,,203,49,2025-02-13 14:55:51,137.09
HAPV3F,STOCK,HAPVIDA ON,4.41,4.52,4.36,4.52,16634,73933.8,0,4.49,4.53,VISTA,1,2025-02-13T10:18:52.603Z,2025-02-13T10:18:52.603Z,2.727,59.92,35.33,13.89,32.94,46.64,43.43,0,0,43.43,False,0,0,0,0,0,0,0,0,0,1,0.98,1,0.030936688507058614,0.045289054343982074,0.09081560585555945,49.59,BRHAPVACNOR4,0.02476863894953923,1.1522444435839048,11,,1,False,0,,10,10,2024-05-16 19:45:01,4.52
PRIO3F,STOCK,PETRORIO ON,47,47.97,46.7,47.45,22520,1068290,0,47.37,47.95,VISTA,1,2025-02-13T10:18:52.613Z,2025-02-13T10:18:52.613Z,0.957,35.25,22.77,6.35,28.29,28.57,26.3,0,0,26.3,False,0,0,0,0,0,0,0,0,0,0,1.42,-1,0.01975668319821843,0.010628567402508969,0.22433568655253383,31.69,BRPRIOACNOR1,0.09580756703875641,0.7310683076754491,11,,1,False,0,,10,54,2024-05-16 19:45:01,47.45
BRAP3,STOCK,BRADESPAR ON,15.31,15.37,15.24,15.33,14300,218867,0,15.33,15.37,VISTA,100,2025-02-13T10:18:52.542Z,2025-02-13T10:18:52.542Z,0.065,32.14,13.9,21.83,32.24,32.14,15.14,15.08,27.29,19.78,False,0,0,0,0,0,0,0,0,0,-1,0.82,0,0.013032311811310676,0.0085394272808229,0.784672799941211,20.79,BRBRAPACNOR5,0.5080221153565017,0.6857754431791676,11,EMP. ADM. PART. - EXTRAÇÃO MINERAL,100,False,0,BRADESPAR S.A.,100,100,2025-02-13 14:53:15,15.33
GOAU4F,STOCK,GERDAU MET PN,11.39,11.49,11.23,11.42,33554,381486,0,11.3,11.45,VISTA,1,2025-02-13T10:18:52.547Z,2025-02-13T10:18:52.547Z,1.421,32.9,18.64,18.65,37.52,25.33,23.99,0,0,23.99,False,0,0,0,0,0,0,0,0,0,1,0.89,1,0.016697236794398895,0.010682966428019084,0.1545697924418373,28.36,BRGOAUACNPR8,0.07810799683869271,0.5199528976256692,11,,1,False,0,,2,2,2024-05-16 19:45:00,11.42
S2HO34,STOCK,SHOPIFY INC DRN,5.74,6.13,5.74,6.1,20313,120460,0,6.08,6.12,VISTA,1,2025-02-13T10:18:52.522Z,2025-02-13T10:18:52.522Z,4.811,85.7,28.55,67.06,36.33,83.18,31.07,69.84,35,49.31,False,0,0,0,0,0,0,0,0,0,1,1.05,0,0.031572229792494355,0.029481587450617085,0.3474585922227611,59.64,BRS2HOBDR007,0.0928567080719341,0.19311369776127882,1,,1,False,0,,30316,150,2025-02-13 14:53:30,6.1
GGBR4F,STOCK,GERDAU PN,19.9,20.43,19.68,19.91,39440,790922,0,19.91,20.1,VISTA,1,2025-02-13T10:18:52.660Z,2025-02-13T10:18:52.660Z,1.737,76.82,22.83,19.05,26.21,38.08,36.98,0,0,36.98,False,0,0,0,0,0,0,0,0,0,-1,0.85,1,0.020410253241805766,0.013598145206173471,-0.1754506194447949,36.32,BRGGBRACNPR8,-0.07253072107129102,0.5297410707585264,11,,1,False,0,,4,25,2024-05-16 19:45:00,19.91
