symbol,type,name,open,high,low,close,volume,financial_volume,trades,bid,ask,category,contract_size,created_at,updated_at,variation,ewma_1y_max,ewma_1y_min,ewma_1y_percentile,ewma_1y_rank,ewma_6m_max,ewma_6m_min,ewma_6m_percentile,ewma_6m_rank,ewma_current,has_options,iv_1y_max,iv_1y_min,iv_1y_percentile,iv_1y_rank,iv_6m_max,iv_6m_min,iv_6m_percentile,iv_6m_rank,iv_current,middle_term_trend,semi_return_1y,short_term_trend,stdv_1y,stdv_5d,beta_ibov,garch11_1y,isin,correl_ibov,entropy,security_category,sector,quotation_form,market_maker,highest_options_volume_rank,long_name,bid_volume,ask_volume,time,previous_close
CAML3,STOCK,CAMIL ON,4.38,4.39,4.3,4.32,1266300,5478360,0,4.32,4.33,VISTA,100,2025-02-13T10:18:52.595Z,2025-02-13T10:18:52.595Z,-1.144,65.82,23.99,91.67,33.78,65.82,25.79,83.33,30.8,38.12,True,88.39,0,0,0,88.39,0,0,0,0,-1,0.73,-1,0.022532613931716024,0.018064661057006666,1.2672332606993384,36.13,BRCAMLACNOR3,0.4745264992720849,0.32860780371790743,11,ALIMENTOS,100,False,183,CAMIL ALIMENTOS S.A.,900,100,2025-02-13 14:55:30,4.32
AMER3,STOCK,AMERICANAS ON,5.32,5.36,5.24,5.27,796700,4225110,0,5.27,5.28,VISTA,100,2025-02-13T10:18:52.489Z,2025-02-13T10:18:52.489Z,-0.753,409.99,36.9,29.76,36.37,409.99,89.12,1.59,26.02,172.6,True,0,0,0,0,0,0,0,0,0,0,0.67,-1,0.10896625835928751,0.01989685331990172,0.9629590973939919,142.22,BRAMERACNOR6,0.07456435825406696,0.040866133912462854,11,COMÉRCIO (ATACADO E VAREJO),100,False,0,AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL,3900,1300,2025-02-13 14:54:56,5.27
CSMG3,STOCK,COPASA ON,23.75,23.88,23.43,23.83,741500,17556100,0,23.83,23.84,VISTA,100,2025-02-13T10:18:52.607Z,2025-02-13T10:18:52.607Z,0.337,40.72,16.47,15.08,39.13,36.15,16.47,20.63,48.22,25.96,True,56.35,13.87,75.79,27.8,56.35,13.87,62.7,27.8,25.68,1,0.84,1,0.017276114199209183,0.015364289057453136,0.5530592798461552,27.65,BRCSMGACNOR5,0.2701102719147908,0.4993917697003999,11,"SANEAMENTO, SERV. ÁGUA E GÁS",100,False,147,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,100,100,2025-02-13 14:55:32,23.83
SEQL1,STOCK,SEQUOIA LOG DO,0.03,0.04,0.02,0.04,1779700,54828,0,0.03,0.04,VISTA,100,2025-02-13T10:18:52.531Z,2025-02-13T10:18:52.531Z,100,0,0,0,0,,,,,0,False,0,0,0,0,0,0,0,0,0,-1,0.35,0,0.40653783886133044,0.3814750169071412,,0,BRSEQLD04OR1,,,12,,,False,,,21000,53300,2025-02-13 14:55:05,0.04
TAEE11,STOCK,TAESA UNT,32.71,32.88,32.52,32.76,854600,27923200,0,32.76,32.78,VISTA,100,2025-02-13T10:18:52.675Z,2025-02-13T10:18:52.675Z,0.183,21.72,8.86,87.3,51.17,21.72,10.18,74.6,45.58,15.44,True,26.3,10.47,98.81,61.09,23.9,11.16,98.41,70.49,20.14,0,0.94,0,0.00902476328954786,0.008915649663154387,0.6078866387187959,18.13,BRTAEECDAM10,0.5683321974395071,1.0521753743753515,13,EMP. ADM. PART. - ENERGIA ELÉTRICA,100,False,70,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,300,100,2025-02-13 14:55:30,32.76
ALPA4,STOCK,ALPARGATAS PN,6.49,6.58,6.43,6.49,919800,5988350,0,6.48,6.5,VISTA,100,2025-02-13T10:18:52.664Z,2025-02-13T10:18:52.664Z,0.464,55.03,22.64,73.02,45.57,55.03,22.64,59.52,45.57,37.4,True,58.42,26.26,61.51,50.4,58.42,26.26,60.32,50.4,42.47,1,0.79,1,0.02279023629839036,0.016668856532639102,1.5386708402007556,32.6,BRALPAACNPR7,0.5696556087800582,0.30863862778587553,11,TÊXTIL E VESTUÁRIO,100,False,102,ALPARGATAS S.A.,2300,1500,2025-02-13 14:54:21,6.49
EVEN3,STOCK,EVEN ON,5.95,6.01,5.85,5.9,358600,2121600,0,5.9,5.91,VISTA,100,2025-02-13T10:18:52.556Z,2025-02-13T10:18:52.556Z,-0.84,43.32,26.38,17.06,26.56,40.35,26.47,19.84,31.77,30.88,True,62.78,17.25,79.76,71.34,62.78,17.25,87.3,71.34,49.73,1,0.91,-1,0.02068768745108678,0.01699911714894943,1.3949572799460603,32.89,BREVENACNOR8,0.568937347821328,0.771516247675452,11,"CONSTRUÇÃO CIVIL, MAT. CONSTR. E DECORAÇÃO",100,False,185,EVEN CONSTRUTORA E INCORPORADORA S.A.,500,1300,2025-02-13 14:55:29,5.9
GRND3,STOCK,GRENDENE ON,5.36,5.51,5.32,5.48,560000,3040930,0,5.47,5.48,VISTA,100,2025-02-13T10:18:52.605Z,2025-02-13T10:18:52.605Z,2.43,38.95,17.06,81.75,45.32,38.95,17.35,63.49,44.58,26.98,True,52.8,10.79,41.27,49.87,52.8,17.49,31.75,40.36,31.74,0,0.88,-1,0.015924872770878857,0.027517302151309177,0.9194482542327602,43.46,BRGRNDACNOR3,0.48715459546337936,0.7788118955135649,11,TÊXTIL E VESTUÁRIO,100,False,161,GRENDENE S.A.,3000,1400,2025-02-13 14:55:30,5.48
VVEO3,STOCK,VIVEO ON,1.35,1.44,1.35,1.43,1072400,1496150,0,1.43,1.44,VISTA,100,2025-02-13T10:18:52.494Z,2025-02-13T10:18:52.494Z,5.147,125.99,48.46,3.57,27.58,103.08,53.75,3.17,32.62,69.84,True,0,0,0,0,0,0,0,0,0,-1,0.76,-1,0.04969395665028906,0.018040987587465487,1.4330963915626078,76.71,BRVVEOACNOR0,0.24332532278523727,0.1014270303578152,11,COMÉRCIO (ATACADO E VAREJO),100,False,228,CM HOSPITALAR S.A,1700,19300,2025-02-13 14:55:29,1.43
IRBR3,STOCK,IRBBRASIL REON,52.62,53.61,52.62,53.27,834600,44350300,0,53.27,53.3,VISTA,100,2025-02-13T10:18:52.605Z,2025-02-13T10:18:52.605Z,1.66,109.57,25.29,32.94,28.94,76.81,37.97,12.7,30.15,49.68,True,58.11,31.69,96.83,83.76,58.11,34.78,94.44,81.61,53.82,1,1.06,1,0.03294414590408163,0.017040316252921746,1.2460059598949182,47.44,BRIRBRACNOR4,0.31912244405521356,0.4070107034699451,11,SEGURADORAS E CORRETORAS,100,False,47,IRB - BRASIL RESSEGUROS S.A.,200,100,2025-02-13 14:55:30,53.27
KLBN4,STOCK,KLABIN S/A PN,4.17,4.18,4.13,4.15,601400,2497770,0,4.16,4.17,VISTA,100,2025-02-13T10:18:52.554Z,2025-02-13T10:18:52.554Z,-0.48,26.89,15.24,82.14,35.19,26.89,15.24,71.43,35.19,19.34,False,0,0,0,0,0,0,0,0,0,0,0.86,-1,0.012562616039860993,0.008789171165372358,0.5411381720798804,19.95,BRKLBNACNPR9,0.3634490738046244,0.9890290753254991,11,PAPEL E CELULOSE,100,False,0,KLABIN S.A.,100,18600,2025-02-13 14:54:40,4.15
GOLD11,STOCK,TREND OURO CI,17.6,17.67,17.56,17.63,358171,6314550,0,17.61,17.63,VISTA,1,2025-02-13T10:18:52.567Z,2025-02-13T10:18:52.567Z,0.685,24.21,13.67,3.17,24,24.21,13.67,6.35,24,16.2,True,0,0,0,0,0,0,0,0,0,1,0.97,0,0.010721295874345836,0.008299276951754172,-0.23351679517953675,17.33,BRGOLDCTF015,-0.1837749540487002,0.193523303252498,21,,1,False,0,,432,924,2025-02-13 14:55:26,17.63
CLSA3,STOCK,CLEARSALE ON,10.26,10.27,10.2,10.22,958300,9803660,0,10.21,10.22,VISTA,100,2025-02-13T10:18:52.680Z,2025-02-13T10:18:52.680Z,-0.39,112.35,6.27,0,34.62,73.53,6.27,0,54.59,42.99,True,112.25,0,0,0,73.42,0,0,0,0,1,0.91,1,0.039451858350195865,0.0015643989609223927,-0.012529846862886855,4.26,BRCLSAACNOR0,-0.0026797469205031865,0.19538075433685337,11,COMUNICAÇÃO E INFORMÁTICA,100,False,32,CLEAR SALE S.A.,500,400,2025-02-13 14:55:36,10.22
DIRR3,STOCK,DIRECIONAL ON,30.27,30.61,30.11,30.45,527300,16018700,0,30.46,30.47,VISTA,100,2025-02-13T10:18:52.571Z,2025-02-13T10:18:52.571Z,0.329,49.48,18.65,76.98,42.2,49.48,18.65,61.9,42.2,31.66,True,55.94,16.05,17.46,28.35,55.94,16.97,12.7,26.66,27.36,0,1.01,1,0.01907786054367627,0.01257311079371219,1.3421637774861706,25.38,BRDIRRACNOR0,0.5935964930572191,0.38095054234457865,11,"CONSTRUÇÃO CIVIL, MAT. CONSTR. E DECORAÇÃO",100,False,112,DIRECIONAL ENGENHARIA S.A.,100,100,2025-02-13 14:55:18,30.45
JALL3,STOCK,JALLESMACHADON,4.42,4.42,4.15,4.25,1157100,4918280,0,4.25,4.26,VISTA,100,2025-02-13T10:18:52.643Z,2025-02-13T10:18:52.643Z,-4.063,51.47,15.73,73.41,44.57,41.7,19.86,77.78,54.03,31.66,True,43.08,0,0,0,41.31,0,0,0,0,-1,0.97,0,0.02018218104991359,0.02970241206397925,1.170079851468904,41.17,BRJALLACNOR0,0.4891734590646307,0.2249936906023712,11,"AGRICULTURA (AÇÚCAR, ÁLCOOL E CANA)",100,False,222,JALLES MACHADO S.A.,300,2200,2025-02-13 14:55:39,4.25
INTB3,STOCK,INTELBRAS ON,14.59,14.59,14.32,14.45,176800,2545200,0,14.45,14.46,VISTA,100,2025-02-13T10:18:52.633Z,2025-02-13T10:18:52.633Z,-0.892,64.26,20.57,71.03,29.32,44.9,20.57,70.63,52.65,33.38,True,53.39,9.3,46.83,45.52,53.39,9.3,53.17,45.52,29.37,-1,0.83,1,0.021499334781703947,0.013756324764616232,1.0850343019970625,34.24,BRINTBACNOR9,0.4258277189326754,0.2820512759682734,11,COMÉRCIO (ATACADO E VAREJO),100,False,138,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,200,100,2025-02-13 14:54:15,14.45
SAPR4,STOCK,SANEPAR PN,5.41,5.43,5.37,5.39,596200,3215990,0,5.39,5.4,VISTA,100,2025-02-13T10:18:52.550Z,2025-02-13T10:18:52.550Z,-0.37,41.42,17.11,59.52,37.02,41.42,17.36,35.71,36.37,26.11,False,0,0,0,0,0,0,0,0,0,0,0.94,1,0.0157916571141863,0.0054295406633632914,-0.11118336928587158,20.87,BRSAPRACNPR6,-0.05940563022995558,0.6413377571286791,11,"SANEAMENTO, SERV. ÁGUA E GÁS",100,False,0,CIA SANEAMENTO DO PARANA - SANEPAR,200,3900,2025-02-13 14:55:19,5.39
CASH3,STOCK,MELIUZ ON,3.82,3.92,3.8,3.84,743200,2865430,0,3.84,3.85,VISTA,100,2025-02-13T10:18:52.601Z,2025-02-13T10:18:52.601Z,1.053,131.15,34.08,58.33,14.11,63.33,35.61,77.78,43.9,47.78,True,72.93,15.94,90.48,78.01,72.93,15.94,84.92,78.01,60.4,1,1.05,1,0.03184974567610931,0.026021780071434915,1.466047210285061,46.55,BRCASHACNOR8,0.3883805474403377,0.6241205201523777,11,COMUNICAÇÃO E INFORMÁTICA,100,False,118,MÉLIUZ S.A.,700,200,2025-02-13 14:55:36,3.84
BBOV11,STOCK,BB ETF IBOV CI,65.08,65.08,64.71,64.85,229,14868.9,0,64.95,65,VISTA,1,2025-02-13T10:18:52.635Z,2025-02-13T10:18:52.635Z,0.077,19.89,9.49,87.7,46.25,19.89,10.22,75.4,42.19,14.3,False,0,0,0,0,0,0,0,0,0,1,0.85,1,0.008530633179055815,0.010735334994757123,0.9558833260271428,15.46,BRBBOVCTF001,0.9454511643479351,0.8500252301676344,3,,1,False,0,,2000,2000,2025-02-13 14:55:40,64.85
ODPV3,STOCK,ODONTOPREV ON,11.54,11.56,11.28,11.28,581000,6621850,0,11.28,11.3,VISTA,100,2025-02-13T10:18:52.633Z,2025-02-13T10:18:52.633Z,-2.253,47.24,19.2,76.19,33.49,47.24,19.4,57.94,33.01,28.59,True,42.76,4,11.9,86.04,42.76,7.88,10.32,84.49,37.35,1,0.83,1,0.017999630092292055,0.02402777426140239,0.21465630496089738,28.18,BRODPVACNOR4,0.10062260387869096,1.1740560432879432,11,TÊXTIL E VESTUÁRIO,100,False,140,ODONTOPREV S.A.,100,400,2025-02-13 14:55:31,11.28
BABA34,STOCK,ALIBABAGR DRN,24.5,24.56,23.78,24.34,292862,7100580,0,24.3,24.35,VISTA,1,2025-02-13T10:18:52.580Z,2025-02-13T10:18:52.580Z,-0.896,54.81,22.73,91.67,53.96,54.81,29.47,84.13,41.71,40.04,True,42.37,0,0,0,0,0,0,0,0,1,1.15,1,0.024087462803721957,0.023567227372179096,0.10054564227181645,62.25,BRBABABDR005,0.03521986428492474,0.3141280983843376,1,,1,False,0,,313,100,2025-02-13 14:55:14,24.34
ABCB4,STOCK,ABC BRASIL PN,20.27,20.29,19.61,19.66,881000,17480200,0,19.66,19.67,VISTA,100,2025-02-13T10:18:52.605Z,2025-02-13T10:18:52.605Z,-3.009,31.29,13.79,99.6,53.31,31.29,13.79,99.21,53.31,23.12,True,67.82,12.27,45.24,23.55,44.98,12.27,44.44,39.99,25.35,1,0.89,-1,0.015003865409428387,0.025364528710570298,0.8359037875353038,25.69,BRABCBACNPR4,0.47007658149664133,0.8619757799919564,11,BANCOS,100,False,126,BCO ABC BRASIL S.A.,100,100,2025-02-13 14:54:09,19.66
ALUP11,STOCK,ALUPAR UNT,27.75,28.01,27.53,27.95,544200,15108700,0,27.94,27.96,VISTA,100,2025-02-13T10:18:52.655Z,2025-02-13T10:18:52.655Z,0.036,26.22,11.67,74.6,45.64,26.22,12.63,62.7,41.8,18.31,True,44.95,2.34,97.62,49.61,23.48,2.34,97.62,100,23.48,0,0.85,1,0.011201015651306356,0.011000145414486096,0.05700495920861369,18.36,BRALUPCDAM15,0.04294085798360878,0.6519538732262241,13,EMP. ADM. PART. - ENERGIA ELÉTRICA,100,False,171,ALUPAR INVESTIMENTO S/A,200,100,2025-02-13 14:55:39,27.95
SMAL11,STOCK,ISHARES SMALCI,90,90.81,89.82,90.7,549608,49641100,0,90.67,90.69,VISTA,1,2025-02-13T10:18:52.634Z,2025-02-13T10:18:52.634Z,0.543,34.89,14.71,80.16,42.62,34.89,14.71,61.9,42.62,23.31,True,38.04,16.36,90.48,31.69,38.04,19.52,84.13,20.03,23.23,0,0.99,1,0.014096999666195258,0.014562004072907553,1.4141527478001827,23.13,BRSMALCTF002,0.8464184369914346,0.6608358757075987,3,,1,False,58,,282,2,2025-02-13 14:55:39,90.7
PLPL3,STOCK,PLANOEPLANO ON,10.25,10.34,9.9,10.23,760500,7741810,0,10.21,10.23,VISTA,100,2025-02-13T10:18:52.614Z,2025-02-13T10:18:52.614Z,-0.195,66.61,27.21,89.29,47.89,66.61,27.21,90.48,47.89,46.08,True,93.94,0,0,0,93.94,0,0,0,0,1,0.93,1,0.030123057634667706,0.022380527792691465,1.8450643833101816,44.08,BRPLPLACNOR5,0.5168064856205415,0.7259784121077604,11,"CONSTRUÇÃO CIVIL, MAT. CONSTR. E DECORAÇÃO",100,False,96,PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,300,1900,2025-02-13 14:55:27,10.23
TTEN3,STOCK,3TENTOS ON,15.31,15.68,15.15,15.63,468600,7275190,0,15.63,15.64,VISTA,100,2025-02-13T10:18:52.604Z,2025-02-13T10:18:52.604Z,1.362,67.15,22.78,40.08,32.93,67.15,24.24,26.98,30.65,37.39,True,75.93,5.64,90.08,32.34,75.93,6.01,82.54,31.98,28.37,1,1.02,1,0.02348536194195787,0.01873030349216813,0.9613385249235188,58.52,BRTTENACNOR0,0.3453779214608523,0.31808066638747773,11,"AGRICULTURA (AÇÚCAR, ÁLCOOL E CANA)",100,False,176,TRÊS TENTOS AGROINDUSTRIAL S/A,100,100,2025-02-13 14:55:36,15.63
ROXO34,STOCK,NU HOLDINGS DRN,12.99,13.17,12.88,12.98,254472,3305610,0,12.98,13,VISTA,1,2025-02-13T10:18:52.625Z,2025-02-13T10:18:52.625Z,-0.307,58.8,26.42,43.65,40.8,58.8,32.91,29.37,25.96,39.63,True,73.49,0,0,0,56.51,0,0,0,0,1,1.03,1,0.02520366531242576,0.012767412604993858,0.6202361155894783,39.95,BRROXOBDR007,0.2076389527084948,0.4590705422540945,1,,,False,159,,1044,1591,2025-02-13 14:55:21,12.98
PMAM3,STOCK,PARANAPANEMAON,1.16,1.17,1.1,1.17,226700,255978,0,1.16,1.17,VISTA,100,2025-02-13T10:18:52.628Z,2025-02-13T10:18:52.628Z,0.862,184.48,20.16,90.87,41.76,184.48,31.06,81.75,37.62,88.78,False,0,0,0,0,0,0,0,0,0,1,0.91,1,0.045086096638524,0.022487207055603628,-0.34318613570438566,55.52,BRPMAMACNOR3,-0.0642247732273714,0.09238972823333648,11,,100,False,0,,42800,4400,2025-02-13 14:54:00,1.17
MATD3,STOCK,MATER DEI ON,3.7,3.78,3.61,3.76,647600,2381090,0,3.76,3.77,VISTA,100,2025-02-13T10:18:52.677Z,2025-02-13T10:18:52.677Z,0.535,49.21,29.47,82.54,49.65,47.59,29.47,92.06,54.08,39.27,True,0,0,0,0,0,0,0,0,0,0,0.76,0,0.025075824080351253,0.030261925312141277,1.4343049263515149,40.03,BRMATDACNOR4,0.4826160470637469,0.4388790857418059,11,SERVIÇOS MÉDICOS,100,False,0,HOSPITAL MATER DEI S.A.,100,100,2025-02-13 14:55:39,3.76
ARML3,STOCK,ARMAC ON,4.14,4.2,4.08,4.17,362700,1499600,0,4.16,4.18,VISTA,100,2025-02-13T10:18:52.551Z,2025-02-13T10:18:52.551Z,-0.239,71.71,36.33,89.29,51.33,71.71,37.99,78.57,48.93,54.49,True,84.4,0,0,0,84.4,0,0,0,0,-1,0.73,-1,0.03194185359422999,0.030717282626698234,2.0498182086184893,58.77,BRARMLACNOR1,0.5414654053045083,0.3293600973403105,11,SERVIÇOS TRANSPORTE E LOGÍSTICA,100,False,197,"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",1000,700,2025-02-13 14:55:07,4.17
PDGR3,STOCK,PDG REALT ON,0.01,0.01,0.01,0.01,1251000,12510,0,0,0.01,VISTA,100,2025-02-13T10:18:52.628Z,2025-02-13T10:18:52.628Z,0,643.52,52.37,0,28.26,643.52,52.37,0,28.26,219.41,False,0,0,0,0,0,0,0,0,0,-1,0.16,-1,0.14041222973961517,0,0.5337774022189797,0,BRPDGRACNOR8,0.032075300237529025,0.06591004638289888,11,"EMP. ADM. PART. - CONST. CIVIL, MAT. CONST. E DECORAÇÃO",100,False,0,PDG REALTY S.A. EMPREEND E PARTICIPACOES,0,682000,2025-02-13 14:53:57,0.01
BPAN4,STOCK,BANCO PAN PN,6.84,7.13,6.79,7.1,903600,6336020,0,7.08,7.1,VISTA,100,2025-02-13T10:18:52.633Z,2025-02-13T10:18:52.633Z,3.801,44.42,21.59,83.73,48.71,44.42,27.46,67.46,30.96,32.71,True,57.68,21.75,78.57,40.72,56.5,21.75,75.4,42.1,36.38,-1,0.85,0,0.019538307131198123,0.022657658116449333,1.2261289668886055,29.9,BRBPANACNPR1,0.5294984619222403,0.40685220830084456,11,BANCOS,100,False,95,BCO PAN S.A.,800,100,2025-02-13 14:55:38,7.1
NASD11,STOCK,TREND NASDAQCI,17.43,17.65,17.43,17.6,412404,7251030,0,17.61,17.62,VISTA,1,2025-02-13T10:18:52.529Z,2025-02-13T10:18:52.529Z,0.86,26.1,12.66,34.13,44.42,24.74,16.35,14.29,27.18,18.63,True,0,0,0,0,0,0,0,0,0,0,0.95,-1,0.011854023219353724,0.0061270274454402855,-0.22302295634259614,18.18,BRNASDCTF007,-0.15874471567485365,0.21546088103489172,21,,1,False,0,,490,901,2025-02-13 14:55:30,17.6
MLAS3,STOCK,MULTILASER ON,1.21,1.21,1.18,1.2,337300,404436,0,1.19,1.2,VISTA,100,2025-02-13T10:18:52.567Z,2025-02-13T10:18:52.567Z,0,86.11,45.05,23.41,30.69,80.48,45.05,33.33,35.56,57.65,True,80.55,0,0,0,50.57,0,0,0,0,0,0.87,1,0.038404791362039656,0.030198498390654315,2.5467939542475104,61.16,BRMLASACNOR9,0.5595306516670625,0.4453387858195602,11,COMUNICAÇÃO E INFORMÁTICA,100,False,146,MULTILASER INDUSTRIAL S.A.,7300,1500,2025-02-13 14:52:59,1.2
BOVX11,STOCK,TREND IBOVX CI,12.63,12.68,12.58,12.67,112123,1417190,0,12.66,12.68,VISTA,1,2025-02-13T10:18:52.682Z,2025-02-13T10:18:52.682Z,0.317,21.93,9.61,85.71,41.8,21.93,10.93,71.43,34.82,14.76,False,0,0,0,0,0,0,0,0,0,1,0.88,0,0.00872734526033724,0.010784242900002333,1.0172007111925905,14.49,BRBOVXCTF005,0.9834221374606559,0.8800429414818141,3,,1,False,0,,5051,5052,2025-02-13 14:53:07,12.67
POSI3,STOCK,POSITIVO TECON,5.38,5.44,5.34,5.42,207700,1119900,0,5.41,5.42,VISTA,100,2025-02-13T10:18:52.560Z,2025-02-13T10:18:52.560Z,0.743,77.95,32.01,34.92,33.35,77.95,32.01,33.33,33.35,47.33,True,73.1,29.34,48.41,36.63,67.18,33.64,53.97,34.97,45.37,0,0.88,0,0.02980859435740411,0.018837397128371864,0.48522654103906604,44.85,BRPOSIACNOR9,0.1373467962045482,0.32981468314915646,11,COMUNICAÇÃO E INFORMÁTICA,100,False,128,POSITIVO TECNOLOGIA S.A.,900,900,2025-02-13 14:53:16,5.42
MDIA3,STOCK,M.DIASBRANCOON,22.3,22.4,21.78,22.17,294300,6469740,0,22.17,22.18,VISTA,100,2025-02-13T10:18:52.610Z,2025-02-13T10:18:52.610Z,-0.583,60.76,16.39,96.43,52.24,60.76,22.08,92.86,45.22,39.57,True,59.77,12.25,88.49,78.32,54.69,12.25,84.92,87.7,49.47,1,0.83,0,0.02099550966886592,0.02025486199187935,0.8846367794482527,47.23,BRMDIAACNOR7,0.35551182630257644,0.19250985222551859,11,ALIMENTOS,100,False,91,M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,100,100,2025-02-13 14:55:09,22.17
MTRE3,STOCK,MITRE REALTYON,3.16,3.18,3.1,3.12,423200,1326920,0,3.11,3.12,VISTA,100,2025-02-13T10:18:52.555Z,2025-02-13T10:18:52.555Z,-1.577,61.9,30.3,57.14,42.5,59.17,31.9,62.7,43.38,43.73,True,98.45,0,0,0,98.45,0,0,0,0,0,0.83,0,0.02912726244661998,0.02050097705146373,1.9033556796933884,45.71,BRMTREACNOR6,0.5513606476549541,0.4091397406044656,11,"CONSTRUÇÃO CIVIL, MAT. CONSTR. E DECORAÇÃO",100,False,226,MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,600,3900,2025-02-13 14:54:46,3.12
RANI3,STOCK,IRANI ON,7.02,7.05,6.86,7.04,812600,5657170,0,7.03,7.04,VISTA,100,2025-02-13T10:18:52.540Z,2025-02-13T10:18:52.540Z,0.285,39.03,17.85,67.46,40.32,39.03,19.51,61.11,35.25,26.39,True,45.81,10.98,84.52,38.67,35.06,10.98,77.78,55.94,24.45,0,0.88,0,0.016528144931456126,0.015644512328432506,1.0004523792026692,28.85,BRRANIACNOR5,0.5107257930064989,0.47703339635712577,11,PAPEL E CELULOSE,100,False,167,IRANI PAPEL E EMBALAGEM S.A.,500,300,2025-02-13 14:55:34,7.04
SAPR11,STOCK,SANEPAR UNT,27.15,27.21,26.92,27.13,194000,5248130,0,27.12,27.14,VISTA,100,2025-02-13T10:18:52.632Z,2025-02-13T10:18:52.632Z,-0.074,39.04,17.27,60.32,31.51,39.04,17.59,28.57,30.49,24.13,True,37.45,10.34,78.17,81.78,37.45,14.06,63.49,78.88,32.51,0,1.04,1,0.01491847166767471,0.004616115176361535,0.4588189371664819,21.47,BRSAPRCDAM13,0.25949708471815297,0.620697523794006,13,"SANEAMENTO, SERV. ÁGUA E GÁS",100,False,113,CIA SANEAMENTO DO PARANA - SANEPAR,100,100,2025-02-13 14:54:16,27.13
MYPK3,STOCK,IOCHP-MAXIONON,13,13.12,12.97,13.03,160600,2092580,0,13.02,13.04,VISTA,100,2025-02-13T10:18:52.576Z,2025-02-13T10:18:52.576Z,0.231,46.48,26.32,17.06,42.06,46.48,26.32,19.05,42.06,34.8,True,74.51,14.05,49.21,29.92,74.51,19.13,55.56,23.49,32.14,1,1.07,-1,0.023300722640475387,0.012565135702878661,1.221170575897872,37.38,BRMYPKACNOR7,0.4422037524797429,0.7721030926910525,11,"MÁQUINAS, EQUIPAMENTOS, VEÍCULOS E PEÇAS",100,False,120,IOCHPE MAXION S.A.,100,100,2025-02-13 14:55:14,13.03
XPBR31,STOCK,XP INC DR1,82,83.27,81.11,81.71,212218,17527200,0,81.72,81.75,VISTA,1,2025-02-13T10:18:52.649Z,2025-02-13T10:18:52.649Z,-0.122,67.44,23.59,63.89,20.32,41.87,23.59,74.6,48.74,32.5,True,47.25,0,0,0,47.25,0,0,0,0,0,0.78,1,0.02158102331155306,0.010453967987326831,1.2165154068525346,34.43,BRXPBRBDR001,0.47562104431565516,0.3513805796614676,1,,1,False,100,,37,40,2025-02-13 14:55:42,81.71
CSED3,STOCK,CRUZEIRO EDUON,3.37,3.44,3.35,3.44,304000,1029480,0,3.43,3.44,VISTA,100,2025-02-13T10:18:52.601Z,2025-02-13T10:18:52.601Z,0,87.67,36.56,25,33.16,87.67,38.4,25.4,30.67,53.51,False,0,0,0,0,0,0,0,0,0,0,0.93,1,0.033712704064955114,0.02215315299836726,2.1476607086111277,52.85,BRCSEDACNOR9,0.5375112594497009,0.8097046185841447,11,EDUCAÇÃO,100,False,0,CRUZEIRO DO SUL EDUCACIONAL S.A.,200,1000,2025-02-13 14:54:47,3.44
GUAR3,STOCK,GUARARAPES ON,6.26,6.33,6.12,6.33,263700,1642310,0,6.32,6.33,VISTA,100,2025-02-13T10:18:52.511Z,2025-02-13T10:18:52.511Z,1.605,89.99,37.02,40.87,41.34,89.99,37.02,44.44,41.34,58.92,True,100.6,26.99,55.95,34.52,77.37,26.99,59.52,50.44,52.4,0,1.04,1,0.03810930884811927,0.04075607391307302,2.316127979910413,62.04,BRGUARACNOR4,0.512798756177973,0.9063174999954018,11,TÊXTIL E VESTUÁRIO,100,False,117,GUARARAPES CONFECCOES S.A.,300,400,2025-02-13 14:54:48,6.33
M2ST34,STOCK,MICROSTRATEGDRN,26.9,27.22,26.15,26.38,289183,7702320,0,26.38,26.39,VISTA,1,2025-02-13T10:18:52.536Z,2025-02-13T10:18:52.536Z,-2.585,156.18,67.11,5.16,27.97,144.88,67.11,10.32,32.03,92.02,False,0,0,0,0,0,0,0,0,0,1,1.11,-1,0.06447954983467032,0.037559277759057895,0.5016660255664692,84.43,BRM2STBDR009,0.06564598601869806,0.1828975674812363,1,,1,False,0,,5,317,2025-02-13 14:55:40,26.38
VULC3,STOCK,VULCABRAS ON,16.73,17,16.55,16.8,512600,8611230,0,16.8,16.82,VISTA,100,2025-02-13T10:18:52.659Z,2025-02-13T10:18:52.659Z,0.358,45.22,20.28,44.05,29.67,34.52,21.71,38.1,46.6,27.68,True,48.43,8.35,30.16,39.57,36.19,18.55,45.24,32.09,24.21,1,0.86,0,0.01811123861623698,0.012073248918598277,1.194242586430287,28.71,BRVULCACNOR2,0.5563651057705497,0.8091901224449771,11,TÊXTIL E VESTUÁRIO,100,False,165,VULCABRAS S.A.,300,200,2025-02-13 14:55:18,16.8
